customer_id,company_name,industry,company_size,maintenance_model,equipment_criticality,annual_revenue_estimated,maintenance_budget_annual,downtime_cost_per_hour,preferred_supplier,relationship_start_date,active,last_updated
C01045,Empresa Industrial 1045,Alimentos,Grande,Mista,Baixa,1304298561.12,4940993.28,11415.11,True,2007-10-20,True,2026-01-03 20:28:51.553222
C01046,Empresa Industrial 1046,Papel e Celulose,Média,Terceirizada,Baixa,1657109606.47,1736436.22,20058.93,False,2010-11-27,True,2026-01-03 20:28:51.553233
C01047,Empresa Industrial 1047,Cimento,Grande,Interna,Alta,740315244.61,4151298.01,46339.57,True,2024-06-18,True,2026-01-03 20:28:51.553242
C01048,Empresa Industrial 1048,Automotiva,Média,Mista,Baixa,1141092707.18,1977603.71,16425.91,True,2023-04-16,True,2026-01-03 20:28:51.553251
C01049,Empresa Industrial 1049,Energia,Média,Terceirizada,Alta,127771344.02,4887720.85,9795.36,True,2020-04-12,True,2026-01-03 20:28:51.553260
C01050,Empresa Industrial 1050,Alimentos,Média,Mista,Baixa,4360356749.23,499936.87,37673.64,True,2010-11-17,False,2026-01-03 20:28:51.553268
C01051,Empresa Industrial 1051,Papel e Celulose,Grande,Terceirizada,Alta,2010463903.77,3414760.6,39393.81,True,2006-05-03,True,2026-01-03 20:28:51.553277
C01052,Empresa Industrial 1052,Papel e Celulose,Grande,Mista,Alta,1864291034.05,2014818.47,39344.62,False,2019-02-20,True,2026-01-03 20:28:51.553285
C01053,Empresa Industrial 1053,Cimento,Pequena,Terceirizada,Baixa,1057452771.03,4949238.82,33302.28,False,2007-07-31,True,2026-01-03 20:28:51.553297
C01054,Empresa Industrial 1054,Energia,Pequena,Terceirizada,Média,4570307746.39,2340671.32,6561.86,True,2017-01-01,True,2026-01-03 20:28:51.553312
C01055,Empresa Industrial 1055,Química,Pequena,Mista,Alta,700482745.62,572124.47,26218.23,True,2019-11-02,True,2026-01-03 20:28:51.553324
C01056,Empresa Industrial 1056,Siderurgia,Média,Interna,Média,3462510839.62,1418058.36,49832.02,False,2011-03-31,False,2026-01-03 20:28:51.553333
C01057,Empresa Industrial 1057,Siderurgia,Pequena,Mista,Baixa,2656948259.71,3147803.85,47194.82,True,2023-06-11,True,2026-01-03 20:28:51.553341
C01058,Empresa Industrial 1058,Mineração,Pequena,Terceirizada,Alta,849972688.35,1916028.23,21199.76,True,2015-06-20,True,2026-01-03 20:28:51.553349
C01059,Empresa Industrial 1059,Automotiva,Grande,Mista,Alta,3835973033.09,118584.69,43703.47,True,2023-07-22,True,2026-01-03 20:28:51.553358
C01060,Empresa Industrial 1060,Papel e Celulose,Pequena,Interna,Alta,1198321857.22,695543.96,15551.16,False,2004-05-15,True,2026-01-03 20:28:51.553369
C01061,Empresa Industrial 1061,Alimentos,Média,Interna,Alta,1152431759.98,2016364.33,20928.47,False,2019-07-29,True,2026-01-03 20:28:51.553377
C01062,Empresa Industrial 1062,Energia,Pequena,Terceirizada,Baixa,4024358806.91,3720800.55,32503.26,False,2002-12-21,True,2026-01-03 20:28:51.553385
C01063,Empresa Industrial 1063,Mineração,Média,Terceirizada,Baixa,2294478971.44,4760869.74,22541.62,True,2009-02-07,True,2026-01-03 20:28:51.553396
C01064,Empresa Industrial 1064,Papel e Celulose,Média,Terceirizada,Média,236195309.97,4392422.7,24447.7,True,2020-05-30,True,2026-01-03 20:28:51.553412
C01065,Empresa Industrial 1065,Alimentos,Pequena,Mista,Alta,76469533.52,3044338.99,13625.07,False,2023-12-15,True,2026-01-03 20:28:51.553425
C01066,Empresa Industrial 1066,Cimento,Pequena,Mista,Baixa,3637862599.27,4114283.93,7736.16,True,2000-03-10,True,2026-01-03 20:28:51.553434
C01067,Empresa Industrial 1067,Energia,Média,Terceirizada,Baixa,2503564257.9,657801.63,20821.92,False,2018-10-02,True,2026-01-03 20:28:51.553445
C01068,Empresa Industrial 1068,Papel e Celulose,Pequena,Interna,Média,3115495091.84,4836057.16,23425.98,False,2003-12-16,True,2026-01-03 20:28:51.553467
C01069,Empresa Industrial 1069,Siderurgia,Grande,Interna,Alta,2217769705.06,621793.38,49287.47,False,2004-11-05,False,2026-01-03 20:28:51.553487
C01070,Empresa Industrial 1070,Mineração,Grande,Terceirizada,Alta,1152235186.56,245813.7,6796.47,False,2017-02-07,True,2026-01-03 20:28:51.553523
C01071,Empresa Industrial 1071,Energia,Grande,Interna,Média,3303006923.83,4291467.52,16492.2,False,2020-02-18,True,2026-01-03 20:28:51.553535
C01072,Empresa Industrial 1072,Siderurgia,Média,Interna,Baixa,2393344500.21,3029722.6,18444.44,False,2005-06-10,True,2026-01-03 20:28:51.553543
C01073,Empresa Industrial 1073,Automotiva,Pequena,Terceirizada,Alta,4684816713.96,242093.52,36160.98,False,2015-06-29,False,2026-01-03 20:28:51.553552
C01074,Empresa Industrial 1074,Cimento,Média,Interna,Alta,1565728446.67,473457.13,43425.42,False,2022-02-13,True,2026-01-03 20:28:51.553566
C01075,Empresa Industrial 1075,Automotiva,Pequena,Interna,Média,712054012.94,510761.23,42237.63,False,2015-06-27,True,2026-01-03 20:28:51.553580
C01076,Empresa Industrial 1076,Energia,Grande,Terceirizada,Baixa,4919733353.43,779231.94,18356.91,True,2003-12-25,True,2026-01-03 20:28:51.553594
C01077,Empresa Industrial 1077,Mineração,Média,Mista,Baixa,4317504362.74,4722344.98,19978.98,False,2017-01-03,True,2026-01-03 20:28:51.553608
C01078,Empresa Industrial 1078,Química,Pequena,Mista,Baixa,525285631.51,2922931.61,34474.14,False,2020-01-21,True,2026-01-03 20:28:51.553625
C01079,Empresa Industrial 1079,Siderurgia,Pequena,Interna,Baixa,2946572932.15,775730.82,34427.47,False,2016-09-12,True,2026-01-03 20:28:51.553637
C01080,Empresa Industrial 1080,Energia,Pequena,Interna,Alta,4130908021.59,2526184.06,36229.28,False,2017-10-09,True,2026-01-03 20:28:51.553652
C01081,Empresa Industrial 1081,Mineração,Média,Terceirizada,Baixa,622628225.1,4087906.12,20015.6,False,2018-06-28,True,2026-01-03 20:28:51.553663
C01082,Empresa Industrial 1082,Siderurgia,Média,Terceirizada,Baixa,566031011.2,4464170.85,12974.1,False,2006-02-14,False,2026-01-03 20:28:51.553676
C01083,Empresa Industrial 1083,Papel e Celulose,Grande,Interna,Baixa,4142922187.41,776827.74,8049.49,True,2012-06-19,True,2026-01-03 20:28:51.553689
C01084,Empresa Industrial 1084,Automotiva,Média,Terceirizada,Média,4222323601.64,4887312.28,7337.37,False,2013-07-16,True,2026-01-03 20:28:51.553702
C01085,Empresa Industrial 1085,Cimento,Grande,Terceirizada,Média,3265079298.42,1436523.28,34361.19,True,2006-01-14,True,2026-01-03 20:28:51.553714
C01086,Empresa Industrial 1086,Energia,Grande,Terceirizada,Baixa,173311980.34,732774.11,29268.81,True,2017-07-13,True,2026-01-03 20:28:51.553725
C01087,Empresa Industrial 1087,Papel e Celulose,Grande,Terceirizada,Média,52189893.92,555102.65,15881.16,False,2011-06-29,False,2026-01-03 20:28:51.553736
C01088,Empresa Industrial 1088,Alimentos,Grande,Interna,Baixa,56717229.94,2992932.48,37501.26,False,2004-06-22,True,2026-01-03 20:28:51.553748
C01089,Empresa Industrial 1089,Energia,Pequena,Interna,Baixa,4303707006.94,3849888.23,7036.19,False,2014-05-30,True,2026-01-03 20:28:51.553760
C01090,Empresa Industrial 1090,Mineração,Pequena,Mista,Alta,192439087.49,4206686.11,37565.06,True,2020-06-01,False,2026-01-03 20:28:51.553773
C01091,Empresa Industrial 1091,Cimento,Média,Interna,Média,777409082.7,1404573.09,39853.21,True,2016-10-24,False,2026-01-03 20:28:51.553786
C01092,Empresa Industrial 1092,Mineração,Média,Terceirizada,Média,3137525040.39,249955.66,40933.21,True,2017-11-30,True,2026-01-03 20:28:51.553802
C01093,Empresa Industrial 1093,Alimentos,Pequena,Terceirizada,Média,3561445434.78,1852905.06,8590.37,False,2011-07-27,True,2026-01-03 20:28:51.553810
C01094,Empresa Industrial 1094,Alimentos,Média,Terceirizada,Alta,4721992945.84,170066.16,21001.0,True,2013-08-02,True,2026-01-03 20:28:51.553818
C01095,Empresa Industrial 1095,Siderurgia,Média,Terceirizada,Alta,869630659.41,1493419.12,46317.86,False,2009-09-23,True,2026-01-03 20:28:51.553826
C01096,Empresa Industrial 1096,Alimentos,Grande,Terceirizada,Média,3223333005.15,3352053.2,2593.26,True,2016-11-22,True,2026-01-03 20:28:51.553834
C01097,Empresa Industrial 1097,Cimento,Grande,Interna,Alta,3902784257.83,3821231.03,44359.08,False,2001-07-31,False,2026-01-03 20:28:51.553868
C01098,Empresa Industrial 1098,Química,Grande,Interna,Média,891172620.79,2964968.57,16809.6,True,2009-05-21,True,2026-01-03 20:28:51.553875
C01099,Empresa Industrial 1099,Energia,Média,Mista,Alta,53966074.79,717134.09,31727.0,True,2000-01-23,False,2026-01-03 20:28:51.553883
C01100,Empresa Industrial 1100,Energia,Média,Interna,Média,4699918039.55,1493136.98,20029.66,False,2009-03-16,True,2026-01-03 20:28:51.553891
C01101,Empresa Industrial 1101,Química,Grande,Terceirizada,Alta,4769817936.73,803015.52,2560.95,True,2003-04-09,True,2026-01-03 20:28:51.553899
C01102,Empresa Industrial 1102,Automotiva,Pequena,Terceirizada,Baixa,1832520500.14,3859694.13,28900.82,False,2013-09-25,True,2026-01-03 20:28:51.553911
C01103,Empresa Industrial 1103,Siderurgia,Pequena,Mista,Baixa,4419811545.44,2076196.21,29364.56,True,2002-03-03,True,2026-01-03 20:28:51.553920
C01104,Empresa Industrial 1104,Alimentos,Grande,Terceirizada,Média,4091657286.88,3825684.05,8179.01,False,2011-01-02,True,2026-01-03 20:28:51.553929
C01105,Empresa Industrial 1105,Química,Média,Terceirizada,Alta,1377312000.11,3705587.68,5140.94,True,2012-03-17,True,2026-01-03 20:28:51.553938
C01106,Empresa Industrial 1106,Cimento,Pequena,Mista,Alta,1906747668.48,2458418.55,35525.07,True,2009-04-07,True,2026-01-03 20:28:51.553947
C01107,Empresa Industrial 1107,Automotiva,Pequena,Terceirizada,Baixa,2367934552.09,1111023.28,49681.86,False,2019-04-27,True,2026-01-03 20:28:51.553957
C01108,Empresa Industrial 1108,Automotiva,Média,Mista,Baixa,3269089945.48,4109592.16,36793.96,True,2017-10-01,False,2026-01-03 20:28:51.553966
C01109,Empresa Industrial 1109,Energia,Média,Interna,Baixa,4397976532.44,461207.02,16901.59,True,2009-12-08,True,2026-01-03 20:28:51.553975
C01110,Empresa Industrial 1110,Mineração,Grande,Terceirizada,Média,2213635032.64,283246.6,3051.74,False,2008-09-17,True,2026-01-03 20:28:51.553984
C01111,Empresa Industrial 1111,Energia,Pequena,Interna,Alta,1358140945.24,3455947.81,2240.28,True,2000-06-10,True,2026-01-03 20:28:51.553993
C01112,Empresa Industrial 1112,Siderurgia,Pequena,Terceirizada,Média,4037213389.98,481795.74,10010.32,False,2011-11-09,True,2026-01-03 20:28:51.554000
C01113,Empresa Industrial 1113,Cimento,Média,Mista,Média,889589610.85,4399302.94,20822.89,False,2015-02-15,True,2026-01-03 20:28:51.554010
C01114,Empresa Industrial 1114,Automotiva,Média,Interna,Alta,3180309180.53,2240487.4,31379.31,False,2019-02-27,True,2026-01-03 20:28:51.554019
C01115,Empresa Industrial 1115,Alimentos,Média,Terceirizada,Média,4321214865.14,578865.23,3726.7,True,2007-06-26,True,2026-01-03 20:28:51.554028
C01116,Empresa Industrial 1116,Alimentos,Pequena,Terceirizada,Alta,1862851539.76,1243379.47,17297.94,False,2011-04-08,True,2026-01-03 20:28:51.554036
C01117,Empresa Industrial 1117,Química,Grande,Interna,Alta,4429850486.3,1827468.18,31497.96,False,2013-04-09,True,2026-01-03 20:28:51.554051
C01118,Empresa Industrial 1118,Alimentos,Grande,Interna,Média,519979770.45,4042792.11,13664.58,True,2020-07-26,True,2026-01-03 20:28:51.554058
C01119,Empresa Industrial 1119,Siderurgia,Média,Mista,Baixa,528663039.53,3743791.2,15588.58,True,2010-11-26,True,2026-01-03 20:28:51.554066
C01120,Empresa Industrial 1120,Papel e Celulose,Grande,Interna,Média,4385124600.37,2941188.89,34595.71,True,2022-12-09,True,2026-01-03 20:28:51.554073
C01121,Empresa Industrial 1121,Automotiva,Média,Interna,Média,960825321.74,507827.48,22756.56,False,2012-02-24,True,2026-01-03 20:28:51.554080
C01122,Empresa Industrial 1122,Mineração,Média,Mista,Alta,4772716349.16,4902557.8,21036.53,True,2009-11-21,False,2026-01-03 20:28:51.554088
C01123,Empresa Industrial 1123,Siderurgia,Pequena,Mista,Alta,3957518596.63,2383102.54,19461.35,True,2024-06-30,True,2026-01-03 20:28:51.554094
C01124,Empresa Industrial 1124,Siderurgia,Pequena,Mista,Baixa,2031572014.25,3285358.8,6588.77,True,2019-04-09,False,2026-01-03 20:28:51.554101
C01125,Empresa Industrial 1125,Automotiva,Grande,Interna,Média,3673293412.9,4193056.37,39236.37,True,2016-06-21,True,2026-01-03 20:28:51.554108
C01126,Empresa Industrial 1126,Alimentos,Média,Terceirizada,Média,3001975874.78,3755159.55,24122.17,False,2013-06-13,True,2026-01-03 20:28:51.554116
C01127,Empresa Industrial 1127,Papel e Celulose,Média,Interna,Baixa,1000616556.61,4955011.6,3507.49,False,2009-11-25,False,2026-01-03 20:28:51.554123
C01128,Empresa Industrial 1128,Cimento,Média,Terceirizada,Média,2242999863.8,3746815.7,12459.59,True,2016-08-25,True,2026-01-03 20:28:51.554130
C01129,Empresa Industrial 1129,Automotiva,Pequena,Terceirizada,Baixa,271870191.12,3751608.9,4759.14,True,2014-04-14,True,2026-01-03 20:28:51.554137
C01130,Empresa Industrial 1130,Alimentos,Média,Mista,Baixa,1180010710.35,2101343.3,10527.6,True,2004-07-11,False,2026-01-03 20:28:51.554144
C01131,Empresa Industrial 1131,Energia,Média,Interna,Baixa,462632217.22,3151216.71,37673.36,True,2013-01-07,False,2026-01-03 20:28:51.554151
C01132,Empresa Industrial 1132,Automotiva,Grande,Mista,Alta,2738344323.67,2897220.93,7580.84,False,2012-12-15,True,2026-01-03 20:28:51.554157
C01133,Empresa Industrial 1133,Automotiva,Pequena,Terceirizada,Baixa,3559773426.52,4521947.01,23592.86,True,2007-09-29,True,2026-01-03 20:28:51.554165
C01134,Empresa Industrial 1134,Mineração,Média,Terceirizada,Baixa,2392774040.22,2317434.03,9681.34,True,2003-11-09,False,2026-01-03 20:28:51.554172
C01135,Empresa Industrial 1135,Mineração,Grande,Mista,Baixa,2612451583.11,3533458.91,27465.31,True,2021-10-03,True,2026-01-03 20:28:51.554179
C01136,Empresa Industrial 1136,Energia,Grande,Mista,Baixa,1328565922.94,4959151.07,16592.67,False,2006-01-03,True,2026-01-03 20:28:51.554186
C01137,Empresa Industrial 1137,Automotiva,Pequena,Mista,Baixa,4898498030.51,3407673.08,35862.79,True,2015-10-10,True,2026-01-03 20:28:51.554193
C01138,Empresa Industrial 1138,Mineração,Grande,Interna,Média,1904225982.76,2514679.25,6466.03,False,2013-02-19,True,2026-01-03 20:28:51.554201
C01139,Empresa Industrial 1139,Mineração,Média,Mista,Alta,3992399329.09,4415552.73,15341.79,False,2009-02-17,True,2026-01-03 20:28:51.554208
C01140,Empresa Industrial 1140,Química,Média,Interna,Baixa,3407513611.12,959451.43,22475.45,True,2016-05-02,True,2026-01-03 20:28:51.554215
C01141,Empresa Industrial 1141,Alimentos,Média,Interna,Alta,880084923.11,1258176.78,39983.92,True,2018-05-07,True,2026-01-03 20:28:51.554222
C01142,Empresa Industrial 1142,Cimento,Grande,Terceirizada,Baixa,4966543430.4,4833345.65,39056.72,False,2001-12-21,True,2026-01-03 20:28:51.554229
C01143,Empresa Industrial 1143,Automotiva,Grande,Interna,Baixa,2752123186.59,2052081.6,32676.01,True,2007-03-28,True,2026-01-03 20:28:51.554236
C01144,Empresa Industrial 1144,Siderurgia,Grande,Terceirizada,Média,648565501.47,2605507.02,5396.99,False,2006-03-12,False,2026-01-03 20:28:51.554244
C01145,Empresa Industrial 1145,Alimentos,Média,Terceirizada,Alta,4843100771.35,825495.26,14274.41,False,2002-02-07,True,2026-01-03 20:28:51.554251
C01146,Empresa Industrial 1146,Cimento,Grande,Terceirizada,Média,1112029389.0,2397143.18,6462.62,False,2013-06-24,True,2026-01-03 20:28:51.554258
C01147,Empresa Industrial 1147,Siderurgia,Grande,Mista,Alta,4525701438.13,2143076.49,31256.54,True,2000-02-15,True,2026-01-03 20:28:51.554265
C01148,Empresa Industrial 1148,Alimentos,Grande,Mista,Baixa,1198148647.38,1485708.87,13663.72,False,2010-02-23,True,2026-01-03 20:28:51.554272
C01149,Empresa Industrial 1149,Papel e Celulose,Grande,Interna,Média,4232414976.39,4327179.59,38006.0,False,2012-09-26,True,2026-01-03 20:28:51.554279
C01150,Empresa Industrial 1150,Mineração,Média,Mista,Média,1339382803.25,3060630.43,25091.11,False,2020-11-04,True,2026-01-03 20:28:51.554288
C01151,Empresa Industrial 1151,Energia,Pequena,Mista,Alta,1528653254.48,4263965.73,7265.59,True,2012-06-18,True,2026-01-03 20:28:51.554294
C01152,Empresa Industrial 1152,Siderurgia,Pequena,Mista,Alta,795183202.48,879013.97,11028.38,True,2022-08-18,True,2026-01-03 20:28:51.554301
C01153,Empresa Industrial 1153,Automotiva,Média,Terceirizada,Alta,1500571128.97,4030643.51,23535.29,False,2021-08-21,True,2026-01-03 20:28:51.554309
C01154,Empresa Industrial 1154,Química,Grande,Terceirizada,Baixa,4131455225.0,3243038.93,49726.57,False,2002-08-23,True,2026-01-03 20:28:51.554317
C01155,Empresa Industrial 1155,Siderurgia,Média,Interna,Alta,2246593235.14,4396353.47,43952.09,False,2004-06-11,True,2026-01-03 20:28:51.554324
C01156,Empresa Industrial 1156,Alimentos,Média,Mista,Alta,309080159.55,3012451.33,24717.61,True,2000-12-18,True,2026-01-03 20:28:51.554332
C01157,Empresa Industrial 1157,Papel e Celulose,Grande,Interna,Alta,1372995542.13,3019285.47,49928.03,False,2019-11-21,True,2026-01-03 20:28:51.554339
C01158,Empresa Industrial 1158,Mineração,Grande,Terceirizada,Baixa,534102439.96,1789779.29,19715.73,True,2023-08-16,True,2026-01-03 20:28:51.554346
C01159,Empresa Industrial 1159,Automotiva,Pequena,Mista,Baixa,1083351479.99,4710083.19,5090.75,True,2017-12-09,True,2026-01-03 20:28:51.554354
C01160,Empresa Industrial 1160,Papel e Celulose,Média,Terceirizada,Alta,4092997351.11,1998401.2,26203.07,True,2011-03-30,True,2026-01-03 20:28:51.554361
C01161,Empresa Industrial 1161,Cimento,Média,Mista,Média,843357549.06,4549518.07,8365.52,True,2007-04-15,True,2026-01-03 20:28:51.554368
C01162,Empresa Industrial 1162,Automotiva,Pequena,Interna,Alta,4744919022.87,1036821.84,39095.83,True,2011-11-09,True,2026-01-03 20:28:51.554375
C01163,Empresa Industrial 1163,Alimentos,Média,Terceirizada,Alta,2073158355.18,785286.63,31610.6,False,2023-03-12,True,2026-01-03 20:28:51.554398
C01164,Empresa Industrial 1164,Siderurgia,Média,Terceirizada,Alta,798630240.63,909344.85,18141.86,False,2000-03-23,True,2026-01-03 20:28:51.554406
C01165,Empresa Industrial 1165,Química,Grande,Terceirizada,Média,2670823511.93,1423851.27,2031.93,False,2010-05-24,True,2026-01-03 20:28:51.554413
C01166,Empresa Industrial 1166,Siderurgia,Pequena,Interna,Alta,3168712856.03,4656347.35,40353.17,False,2023-02-24,True,2026-01-03 20:28:51.554421
C01167,Empresa Industrial 1167,Cimento,Média,Mista,Alta,4105563202.29,818676.86,24618.07,True,2000-10-12,False,2026-01-03 20:28:51.554428
C01168,Empresa Industrial 1168,Cimento,Pequena,Mista,Baixa,1732831481.59,1397335.17,1023.02,False,2016-05-21,False,2026-01-03 20:28:51.554437
C01169,Empresa Industrial 1169,Cimento,Grande,Interna,Média,4663442150.35,2119238.46,5640.89,True,2024-05-23,False,2026-01-03 20:28:51.554444
C01170,Empresa Industrial 1170,Alimentos,Pequena,Interna,Baixa,157454264.07,1497136.75,29640.28,False,2021-10-08,False,2026-01-03 20:28:51.554452
C01171,Empresa Industrial 1171,Alimentos,Grande,Mista,Média,2084816352.59,2349659.51,40631.29,False,2012-09-23,True,2026-01-03 20:28:51.554460
C01172,Empresa Industrial 1172,Cimento,Grande,Interna,Média,1256397001.42,3871631.23,19819.67,False,2015-02-02,True,2026-01-03 20:28:51.554467
C01173,Empresa Industrial 1173,Papel e Celulose,Média,Interna,Média,536105694.43,1416478.49,38454.77,True,2020-11-06,False,2026-01-03 20:28:51.554476
C01174,Empresa Industrial 1174,Mineração,Média,Mista,Baixa,3587597872.01,4082923.83,21515.43,False,2017-03-05,True,2026-01-03 20:28:51.554484
C01175,Empresa Industrial 1175,Mineração,Pequena,Mista,Média,502474246.98,523594.21,32181.5,True,2017-04-19,False,2026-01-03 20:28:51.554491
C01176,Empresa Industrial 1176,Alimentos,Média,Mista,Baixa,2078152024.21,4595255.22,19382.14,False,2009-01-29,True,2026-01-03 20:28:51.554498
C01177,Empresa Industrial 1177,Mineração,Pequena,Interna,Baixa,1070548447.26,1343058.7,8504.55,False,2013-05-07,True,2026-01-03 20:28:51.554506
C01178,Empresa Industrial 1178,Siderurgia,Média,Mista,Média,194143167.21,4067530.57,34663.15,False,2020-12-02,True,2026-01-03 20:28:51.554513
C01179,Empresa Industrial 1179,Automotiva,Grande,Interna,Média,3314288974.36,3119436.42,14665.01,True,2010-06-28,True,2026-01-03 20:28:51.554520
C01180,Empresa Industrial 1180,Alimentos,Grande,Interna,Média,2776180812.35,593435.81,29443.28,True,2019-02-28,True,2026-01-03 20:28:51.554527
C01181,Empresa Industrial 1181,Papel e Celulose,Grande,Interna,Baixa,612437558.67,4869432.17,44466.63,False,2018-10-17,True,2026-01-03 20:28:51.554534
C01182,Empresa Industrial 1182,Papel e Celulose,Média,Interna,Média,804021474.49,817308.63,19164.22,False,2000-01-14,True,2026-01-03 20:28:51.554542
C01183,Empresa Industrial 1183,Papel e Celulose,Média,Interna,Alta,2733952006.34,814151.83,14385.48,False,2016-10-28,True,2026-01-03 20:28:51.554549
C01184,Empresa Industrial 1184,Siderurgia,Grande,Interna,Alta,502298177.39,502012.38,11366.87,False,2010-07-04,True,2026-01-03 20:28:51.554557
C01185,Empresa Industrial 1185,Papel e Celulose,Grande,Interna,Média,2347671690.23,4903696.87,33975.16,True,2000-04-08,True,2026-01-03 20:28:51.554564
C01186,Empresa Industrial 1186,Automotiva,Média,Interna,Baixa,1022774870.47,3572868.92,47569.19,False,2005-12-20,False,2026-01-03 20:28:51.554596
C01187,Empresa Industrial 1187,Energia,Grande,Interna,Média,4249155124.54,2136134.98,5038.94,False,2010-11-18,True,2026-01-03 20:28:51.554604
C01188,Empresa Industrial 1188,Mineração,Pequena,Interna,Baixa,3065031697.44,2682791.1,38665.27,False,2001-02-09,False,2026-01-03 20:28:51.554611
C01189,Empresa Industrial 1189,Química,Grande,Interna,Alta,415392203.95,1150953.94,9829.64,True,2012-04-06,True,2026-01-03 20:28:51.554619
C01190,Empresa Industrial 1190,Alimentos,Grande,Terceirizada,Média,3745859943.66,938984.68,32238.9,True,2023-04-19,True,2026-01-03 20:28:51.554627
C01191,Empresa Industrial 1191,Cimento,Pequena,Terceirizada,Baixa,2383362381.87,1648897.73,8968.98,False,2003-06-23,True,2026-01-03 20:28:51.554635
C01192,Empresa Industrial 1192,Siderurgia,Pequena,Terceirizada,Baixa,3142201077.01,466012.28,44901.41,False,2013-03-29,True,2026-01-03 20:28:51.554643
C01193,Empresa Industrial 1193,Papel e Celulose,Média,Terceirizada,Alta,2280244831.15,4748011.84,31957.09,False,2006-08-04,True,2026-01-03 20:28:51.554651
C01194,Empresa Industrial 1194,Energia,Pequena,Terceirizada,Baixa,4746995681.6,4197976.69,29446.79,True,2000-07-31,True,2026-01-03 20:28:51.554659
C01195,Empresa Industrial 1195,Automotiva,Média,Terceirizada,Alta,2725260502.16,2805125.1,7169.17,True,2015-12-29,True,2026-01-03 20:28:51.554667
C01196,Empresa Industrial 1196,Papel e Celulose,Pequena,Interna,Média,4089590139.77,4121503.71,21497.81,True,2003-06-22,True,2026-01-03 20:28:51.554675
C01197,Empresa Industrial 1197,Automotiva,Grande,Interna,Baixa,1629975430.7,4167832.46,49165.3,True,2009-08-22,True,2026-01-03 20:28:51.554682
C01198,Empresa Industrial 1198,Siderurgia,Pequena,Terceirizada,Alta,3342121313.46,4326437.13,17864.14,True,2007-11-01,False,2026-01-03 20:28:51.554690
C01199,Empresa Industrial 1199,Automotiva,Grande,Terceirizada,Média,2092622160.79,2512519.71,2470.16,False,2013-07-17,True,2026-01-03 20:28:51.554698
C01200,Empresa Industrial 1200,Mineração,Média,Mista,Alta,307729780.36,3227297.71,7903.89,False,2004-02-05,True,2026-01-03 20:28:51.554705
C01201,Empresa Industrial 1201,Química,Pequena,Interna,Baixa,4781437798.99,503624.74,17415.37,True,2008-09-03,True,2026-01-03 20:28:51.554712
C01202,Empresa Industrial 1202,Siderurgia,Pequena,Interna,Média,3432328424.53,382376.74,32988.44,False,2008-10-29,True,2026-01-03 20:28:51.554720
C01203,Empresa Industrial 1203,Mineração,Grande,Mista,Alta,1331917862.96,1856732.84,31308.93,False,2022-02-21,True,2026-01-03 20:28:51.554727
C01204,Empresa Industrial 1204,Cimento,Média,Interna,Média,11041589.15,1948620.7,40380.37,True,2020-02-11,True,2026-01-03 20:28:51.554734
C01205,Empresa Industrial 1205,Energia,Média,Mista,Alta,681545163.62,4674102.62,44937.05,True,2018-08-22,True,2026-01-03 20:28:51.554741
C01206,Empresa Industrial 1206,Siderurgia,Pequena,Mista,Média,2451220182.53,3254600.29,32152.68,False,2014-10-28,True,2026-01-03 20:28:51.554749
C01207,Empresa Industrial 1207,Mineração,Média,Interna,Baixa,3053533086.28,236055.61,19644.83,False,2016-05-07,True,2026-01-03 20:28:51.554757
C01208,Empresa Industrial 1208,Cimento,Grande,Mista,Baixa,1407168204.87,3229453.79,12571.3,True,2004-08-21,True,2026-01-03 20:28:51.554765
C01209,Empresa Industrial 1209,Alimentos,Pequena,Mista,Alta,969538026.04,4533234.16,29561.13,False,2019-04-30,False,2026-01-03 20:28:51.554772
C01210,Empresa Industrial 1210,Cimento,Grande,Interna,Baixa,2499857304.46,4893061.99,14658.92,True,2019-03-11,True,2026-01-03 20:28:51.554780
C01211,Empresa Industrial 1211,Energia,Pequena,Interna,Baixa,579492032.22,4220956.07,12352.43,False,2005-03-07,True,2026-01-03 20:28:51.554787
C01212,Empresa Industrial 1212,Cimento,Pequena,Mista,Média,2721756009.69,1088170.58,25424.12,True,2002-01-06,False,2026-01-03 20:28:51.554795
C01213,Empresa Industrial 1213,Automotiva,Pequena,Interna,Média,2008397019.37,4079263.75,48644.3,True,2009-11-11,True,2026-01-03 20:28:51.554802
C01214,Empresa Industrial 1214,Cimento,Grande,Terceirizada,Baixa,793743214.05,1118711.22,27138.07,True,2022-11-11,True,2026-01-03 20:28:51.554809
C01215,Empresa Industrial 1215,Papel e Celulose,Pequena,Mista,Baixa,618290545.59,3733638.82,20805.63,True,2013-03-15,True,2026-01-03 20:28:51.554816
C01216,Empresa Industrial 1216,Automotiva,Pequena,Mista,Alta,2009850215.86,1354890.37,5606.09,False,2014-04-16,True,2026-01-03 20:28:51.554823
C01217,Empresa Industrial 1217,Mineração,Média,Mista,Média,2468042937.01,3028198.53,19183.6,True,2002-03-04,True,2026-01-03 20:28:51.554831
C01218,Empresa Industrial 1218,Energia,Pequena,Terceirizada,Alta,4397997663.65,3114447.51,2225.47,False,2002-05-16,True,2026-01-03 20:28:51.554838
C01219,Empresa Industrial 1219,Alimentos,Pequena,Terceirizada,Média,4417157642.43,4773627.56,15749.53,True,2020-05-17,True,2026-01-03 20:28:51.554846
